sock_id,pattern,dominant_color,fabric,foot,size_band,temperature_c,spin_cycle_rpm,static_cling_score,pair_probability,split
sock-03023,dots,green,wool,ambiguous,xl,34.7,829,0.67,0.700,validation
sock-03024,stripes,burgundy,cotton,left,small,36.6,852,0.96,0.710,validation
sock-03025,tiny-stars,charcoal,modal,right,medium,38.5,875,0.25,0.650,validation
sock-03026,ribbed,teal,linen,ambiguous,large,40.4,898,0.54,0.590,validation
sock-03027,heather,white,polyblend,left,xl,42.3,921,0.83,0.460,validation
sock-03028,chevron,coral,bamboo,right,small,44.2,944,0.12,0.900,validation
sock-03029,argyle,lavender,wool,ambiguous,medium,46.1,967,0.41,0.660,validation
sock-03030,plain,navy,cotton,left,large,48.0,990,0.70,0.880,validation
sock-03031,dots,yellow,modal,right,xl,49.9,1013,0.99,0.660,validation
sock-03032,stripes,black,linen,ambiguous,small,51.8,1036,0.28,0.690,validation
sock-03033,tiny-stars,green,polyblend,left,medium,53.7,1059,0.57,0.540,validation
sock-03034,ribbed,burgundy,bamboo,right,large,55.6,1082,0.86,0.540,validation
sock-03035,heather,charcoal,wool,ambiguous,xl,57.5,1105,0.15,0.720,validation
sock-03036,chevron,teal,cotton,left,small,59.4,1128,0.44,0.730,validation
sock-03037,argyle,white,modal,right,medium,61.3,1151,0.73,0.550,validation
sock-03038,plain,coral,linen,ambiguous,large,63.2,1174,0.02,0.680,validation
sock-03039,dots,lavender,polyblend,left,xl,65.1,1197,0.31,0.550,validation
sock-03040,stripes,navy,bamboo,right,small,67.0,1220,0.60,0.640,validation
sock-03041,tiny-stars,yellow,wool,ambiguous,medium,68.9,1243,0.89,0.730,validation
sock-03042,ribbed,black,cotton,left,large,70.8,1266,0.18,0.830,validation
sock-03043,heather,green,modal,right,xl,72.7,1289,0.47,0.680,validation
sock-03044,chevron,burgundy,linen,ambiguous,small,25.6,1312,0.76,0.620,validation
sock-03045,argyle,charcoal,polyblend,left,medium,27.5,1335,0.05,0.510,validation
sock-03046,plain,teal,bamboo,right,large,29.4,1358,0.34,0.630,validation
sock-03047,dots,white,wool,ambiguous,xl,31.3,1381,0.63,0.670,validation
sock-03048,stripes,coral,cotton,left,small,33.2,1404,0.92,0.750,validation
sock-03049,tiny-stars,lavender,modal,right,medium,35.1,1427,0.21,0.690,validation
sock-03050,ribbed,navy,linen,ambiguous,large,37.0,1450,0.50,0.720,validation
sock-03051,heather,yellow,polyblend,left,xl,38.9,1473,0.79,0.570,validation
sock-03052,chevron,black,bamboo,right,small,40.8,1496,0.08,0.660,validation
sock-03053,argyle,green,wool,ambiguous,medium,42.7,619,0.37,0.700,validation
sock-03054,plain,burgundy,cotton,left,large,44.6,642,0.66,0.830,validation
sock-03055,dots,charcoal,modal,right,xl,46.5,665,0.95,0.700,validation
sock-03056,stripes,teal,linen,ambiguous,small,48.4,688,0.24,0.640,validation
sock-03057,tiny-stars,white,polyblend,left,medium,50.3,711,0.53,0.510,validation
sock-03058,ribbed,coral,bamboo,right,large,52.2,734,0.82,0.580,validation
sock-03059,heather,lavender,wool,ambiguous,xl,54.1,757,0.11,0.760,validation
sock-03060,chevron,navy,cotton,left,small,56.0,780,0.40,0.860,validation
sock-03061,argyle,yellow,modal,right,medium,57.9,803,0.69,0.660,validation
sock-03062,plain,black,linen,ambiguous,large,59.8,826,0.98,0.810,validation
sock-03063,dots,green,polyblend,left,xl,61.7,849,0.27,0.590,validation
sock-03064,stripes,burgundy,bamboo,right,small,63.6,872,0.56,0.590,validation
sock-03065,tiny-stars,charcoal,wool,ambiguous,medium,65.5,895,0.85,0.770,validation
sock-03066,ribbed,teal,cotton,left,large,67.4,918,0.14,0.780,validation
sock-03067,heather,white,modal,right,xl,69.3,941,0.43,0.650,validation
sock-03068,chevron,coral,linen,ambiguous,small,71.2,964,0.72,0.660,validation
sock-03069,argyle,lavender,polyblend,left,medium,24.1,987,0.01,0.550,validation
sock-03070,plain,navy,bamboo,right,large,26.0,1010,0.30,0.760,validation
sock-03071,dots,yellow,wool,ambiguous,xl,27.9,1033,0.59,0.410,validation
sock-03072,stripes,black,cotton,left,small,29.8,1056,0.88,0.880,validation
sock-03073,tiny-stars,green,modal,right,medium,31.7,1079,0.17,0.730,validation
sock-03074,ribbed,burgundy,linen,ambiguous,large,33.6,1102,0.46,0.670,validation
sock-03075,heather,charcoal,polyblend,left,xl,35.5,1125,0.75,0.610,validation
sock-03076,chevron,teal,bamboo,right,small,37.4,1148,0.04,0.610,validation
sock-03077,argyle,white,wool,ambiguous,medium,39.3,1171,0.33,0.300,validation
sock-03078,plain,coral,cotton,left,large,41.2,1194,0.62,0.870,validation
sock-03079,dots,lavender,modal,right,xl,43.1,1217,0.91,0.740,validation
sock-03080,stripes,navy,linen,ambiguous,small,45.0,1240,0.20,0.770,validation
sock-03081,tiny-stars,yellow,polyblend,left,medium,46.9,1263,0.49,0.620,validation
sock-03082,ribbed,black,bamboo,right,large,48.8,1286,0.78,0.710,validation
sock-03083,heather,green,wool,ambiguous,xl,50.7,1309,0.07,0.430,validation
sock-03084,chevron,burgundy,cotton,left,small,52.6,1332,0.36,0.810,validation
sock-03085,argyle,charcoal,modal,right,medium,54.5,1355,0.65,0.700,validation
sock-03086,plain,teal,linen,ambiguous,large,56.4,1378,0.94,0.760,validation
sock-03087,dots,white,polyblend,left,xl,58.3,1401,0.23,0.560,validation
sock-03088,stripes,coral,bamboo,right,small,60.2,1424,0.52,0.630,validation
sock-03089,tiny-stars,lavender,wool,ambiguous,medium,62.1,1447,0.81,0.440,validation
sock-03090,ribbed,navy,cotton,left,large,64.0,1470,0.10,0.910,validation
sock-03091,heather,yellow,modal,right,xl,65.9,1493,0.39,0.760,validation
sock-03092,chevron,black,linen,ambiguous,small,67.8,616,0.68,0.790,validation
sock-03093,argyle,green,polyblend,left,medium,69.7,639,0.97,0.590,validation
sock-03094,plain,burgundy,bamboo,right,large,71.6,662,0.26,0.710,validation
sock-03095,dots,charcoal,wool,ambiguous,xl,24.5,685,0.55,0.450,validation
sock-03096,stripes,teal,cotton,left,small,26.4,708,0.84,0.830,validation
sock-03097,tiny-stars,white,modal,right,medium,28.3,731,0.13,0.700,validation
sock-03098,ribbed,coral,linen,ambiguous,large,30.2,754,0.42,0.710,validation
sock-03099,heather,lavender,polyblend,left,xl,32.1,777,0.71,0.650,validation
sock-03100,chevron,navy,bamboo,right,small,34.0,800,0.00,0.740,validation
sock-03101,argyle,yellow,wool,ambiguous,medium,35.9,823,0.29,0.410,validation
sock-03102,plain,black,cotton,left,large,37.8,846,0.58,0.990,validation
sock-03103,dots,green,modal,right,xl,39.7,869,0.87,0.780,validation
sock-03104,stripes,burgundy,linen,ambiguous,small,41.6,892,0.16,0.720,validation
sock-03105,tiny-stars,charcoal,polyblend,left,medium,43.5,915,0.45,0.660,validation
sock-03106,ribbed,teal,bamboo,right,large,45.4,938,0.74,0.660,validation
sock-03107,heather,white,wool,ambiguous,xl,47.3,961,0.03,0.400,validation
sock-03108,chevron,coral,cotton,left,small,49.2,984,0.32,0.480,validation
sock-03109,argyle,lavender,modal,right,medium,51.1,1007,0.61,0.740,validation
sock-03110,plain,navy,linen,ambiguous,large,53.0,1030,0.90,0.890,validation
sock-03111,dots,yellow,polyblend,left,xl,54.9,1053,0.19,0.670,validation
sock-03112,stripes,black,bamboo,right,small,56.8,1076,0.48,0.760,validation
sock-03113,tiny-stars,green,wool,ambiguous,medium,58.7,1099,0.77,0.480,validation
sock-03114,ribbed,burgundy,cotton,left,large,60.6,1122,0.06,0.490,validation
sock-03115,heather,charcoal,modal,right,xl,62.5,1145,0.35,0.800,validation
sock-03116,chevron,teal,linen,ambiguous,small,64.4,1168,0.64,0.740,validation
sock-03117,argyle,white,polyblend,left,medium,66.3,1191,0.93,0.560,validation
sock-03118,plain,coral,bamboo,right,large,68.2,1214,0.22,0.750,validation
sock-03119,dots,lavender,wool,ambiguous,xl,70.1,1237,0.51,0.490,validation
sock-03120,stripes,navy,cotton,left,small,72.0,1260,0.80,0.590,validation
sock-03121,tiny-stars,yellow,modal,right,medium,24.9,1283,0.09,0.810,validation
sock-03122,ribbed,black,linen,ambiguous,large,26.8,1306,0.38,0.840,validation
sock-03123,heather,green,polyblend,left,xl,28.7,1329,0.67,0.690,validation
sock-03124,chevron,burgundy,bamboo,right,small,30.6,1352,0.96,0.690,validation
sock-03125,argyle,charcoal,wool,ambiguous,medium,32.5,1375,0.25,0.450,validation
sock-03126,plain,teal,cotton,left,large,34.4,1398,0.54,0.580,validation
sock-03127,dots,white,modal,right,xl,36.3,1421,0.83,0.750,validation
sock-03128,stripes,coral,linen,ambiguous,small,38.2,1444,0.12,0.760,validation
sock-03129,tiny-stars,lavender,polyblend,left,medium,40.1,1467,0.41,0.700,validation
sock-03130,ribbed,navy,bamboo,right,large,42.0,1490,0.70,0.790,validation
sock-03131,heather,yellow,wool,ambiguous,xl,43.9,613,0.99,0.510,validation
sock-03132,chevron,black,cotton,left,small,45.8,636,0.28,0.610,validation
sock-03133,argyle,green,modal,right,medium,47.7,659,0.57,0.780,validation
sock-03134,plain,burgundy,linen,ambiguous,large,49.6,682,0.86,0.840,validation
sock-03135,dots,charcoal,polyblend,left,xl,51.5,705,0.15,0.710,validation
sock-03136,stripes,teal,bamboo,right,small,53.4,728,0.44,0.710,validation
sock-03137,tiny-stars,white,wool,ambiguous,medium,55.3,751,0.73,0.450,validation
sock-03138,ribbed,coral,cotton,left,large,57.2,774,0.02,0.530,validation
sock-03139,heather,lavender,modal,right,xl,59.1,797,0.31,0.840,validation
sock-03140,chevron,navy,linen,ambiguous,small,61.0,820,0.60,0.870,validation
sock-03141,argyle,yellow,polyblend,left,medium,62.9,843,0.89,0.670,validation
sock-03142,plain,black,bamboo,right,large,64.8,866,0.18,0.880,validation
sock-03143,dots,green,wool,ambiguous,xl,66.7,889,0.47,0.530,validation
sock-03144,stripes,burgundy,cotton,left,small,68.6,912,0.76,0.540,validation
sock-03145,tiny-stars,charcoal,modal,right,medium,70.5,935,0.05,0.480,validation
sock-03146,ribbed,teal,linen,ambiguous,large,72.4,958,0.34,0.790,validation
sock-03147,heather,white,polyblend,left,xl,25.3,981,0.63,0.660,validation
sock-03148,chevron,coral,bamboo,right,small,27.2,1004,0.92,0.730,validation
sock-03149,argyle,lavender,wool,ambiguous,medium,29.1,1027,0.21,0.490,validation
sock-03150,plain,navy,cotton,left,large,31.0,1050,0.50,0.710,validation
sock-03151,dots,yellow,modal,right,xl,32.9,1073,0.79,0.490,validation
sock-03152,stripes,black,linen,ambiguous,small,34.8,1096,0.08,0.890,validation
sock-03153,tiny-stars,green,polyblend,left,medium,36.7,1119,0.37,0.740,validation
sock-03154,ribbed,burgundy,bamboo,right,large,38.6,1142,0.66,0.740,validation
sock-03155,heather,charcoal,wool,ambiguous,xl,40.5,1165,0.95,0.550,validation
sock-03156,chevron,teal,cotton,left,small,42.4,1188,0.24,0.560,validation
sock-03157,argyle,white,modal,right,medium,44.3,1211,0.53,0.380,validation
sock-03158,plain,coral,linen,ambiguous,large,46.2,1234,0.82,0.880,validation
sock-03159,dots,lavender,polyblend,left,xl,48.1,1257,0.11,0.750,validation
sock-03160,stripes,navy,bamboo,right,small,50.0,1280,0.40,0.840,validation
sock-03161,tiny-stars,yellow,wool,ambiguous,medium,51.9,1303,0.69,0.560,validation
sock-03162,ribbed,black,cotton,left,large,53.8,1326,0.98,0.660,validation
sock-03163,heather,green,modal,right,xl,55.7,1349,0.27,0.510,validation
sock-03164,chevron,burgundy,linen,ambiguous,small,57.6,1372,0.56,0.820,validation
sock-03165,argyle,charcoal,polyblend,left,medium,59.5,1395,0.85,0.710,validation
sock-03166,plain,teal,bamboo,right,large,61.4,1418,0.14,0.830,validation
sock-03167,dots,white,wool,ambiguous,xl,63.3,1441,0.43,0.500,validation
sock-03168,stripes,coral,cotton,left,small,65.2,1464,0.72,0.580,validation
sock-03169,tiny-stars,lavender,modal,right,medium,67.1,1487,0.01,0.520,validation
sock-03170,ribbed,navy,linen,ambiguous,large,69.0,610,0.30,0.920,validation
sock-03171,heather,yellow,polyblend,left,xl,70.9,633,0.59,0.770,validation
sock-03172,chevron,black,bamboo,right,small,72.8,656,0.88,0.860,validation
sock-03173,argyle,green,wool,ambiguous,medium,25.7,679,0.17,0.530,validation
sock-03174,plain,burgundy,cotton,left,large,27.6,702,0.46,0.660,validation
sock-03175,dots,charcoal,modal,right,xl,29.5,725,0.75,0.530,validation
sock-03176,stripes,teal,linen,ambiguous,small,31.4,748,0.04,0.840,validation
sock-03177,tiny-stars,white,polyblend,left,medium,33.3,771,0.33,0.710,validation
sock-03178,ribbed,coral,bamboo,right,large,35.2,794,0.62,0.780,validation
sock-03179,heather,lavender,wool,ambiguous,xl,37.1,817,0.91,0.590,validation
sock-03180,chevron,navy,cotton,left,small,39.0,840,0.20,0.690,validation
sock-03181,argyle,yellow,modal,right,medium,40.9,863,0.49,0.490,validation
sock-03182,plain,black,linen,ambiguous,large,42.8,886,0.78,0.640,validation
sock-03183,dots,green,polyblend,left,xl,44.7,909,0.07,0.790,validation
sock-03184,stripes,burgundy,bamboo,right,small,46.6,932,0.36,0.790,validation
sock-03185,tiny-stars,charcoal,wool,ambiguous,medium,48.5,955,0.65,0.600,validation
sock-03186,ribbed,teal,cotton,left,large,50.4,978,0.94,0.610,validation
sock-03187,heather,white,modal,right,xl,52.3,1001,0.23,0.480,validation
sock-03188,chevron,coral,linen,ambiguous,small,54.2,1024,0.52,0.490,validation
sock-03189,argyle,lavender,polyblend,left,medium,56.1,1047,0.81,0.750,validation
sock-03190,plain,navy,bamboo,right,large,58.0,1070,0.10,0.960,validation
sock-03191,dots,yellow,wool,ambiguous,xl,59.9,1093,0.39,0.610,validation
sock-03192,stripes,black,cotton,left,small,61.8,1116,0.68,0.710,validation
sock-03193,tiny-stars,green,modal,right,medium,63.7,1139,0.97,0.560,validation
sock-03194,ribbed,burgundy,linen,ambiguous,large,65.6,1162,0.26,0.500,validation
sock-03195,heather,charcoal,polyblend,left,xl,67.5,1185,0.55,0.810,validation
sock-03196,chevron,teal,bamboo,right,small,69.4,1208,0.84,0.810,validation
sock-03197,argyle,white,wool,ambiguous,medium,71.3,1231,0.13,0.500,validation
sock-03198,plain,coral,cotton,left,large,24.2,1254,0.42,0.700,validation
sock-03199,dots,lavender,modal,right,xl,26.1,1277,0.71,0.570,validation
sock-03200,stripes,navy,linen,ambiguous,small,28.0,1300,0.00,0.600,validation
sock-03201,tiny-stars,yellow,polyblend,left,medium,29.9,1323,0.29,0.820,validation
sock-03202,ribbed,black,bamboo,right,large,31.8,1346,0.58,0.910,validation
sock-03203,heather,green,wool,ambiguous,xl,33.7,1369,0.87,0.630,validation
sock-03204,chevron,burgundy,cotton,left,small,35.6,1392,0.16,0.640,validation
sock-03205,argyle,charcoal,modal,right,medium,37.5,1415,0.45,0.530,validation
sock-03206,plain,teal,linen,ambiguous,large,39.4,1438,0.74,0.590,validation
sock-03207,dots,white,polyblend,left,xl,41.3,1461,0.03,0.760,validation
sock-03208,stripes,coral,bamboo,right,small,43.2,1484,0.32,0.830,validation
sock-03209,tiny-stars,lavender,wool,ambiguous,medium,45.1,607,0.61,0.640,validation
sock-03210,ribbed,navy,cotton,left,large,47.0,630,0.90,0.740,validation
sock-03211,heather,yellow,modal,right,xl,48.9,653,0.19,0.590,validation
sock-03212,chevron,black,linen,ambiguous,small,50.8,676,0.48,0.620,validation
sock-03213,argyle,green,polyblend,left,medium,52.7,699,0.77,0.790,validation
sock-03214,plain,burgundy,bamboo,right,large,54.6,722,0.06,0.910,validation
sock-03215,dots,charcoal,wool,ambiguous,xl,56.5,745,0.35,0.650,validation
sock-03216,stripes,teal,cotton,left,small,58.4,768,0.64,0.660,validation
sock-03217,tiny-stars,white,modal,right,medium,60.3,791,0.93,0.530,validation
sock-03218,ribbed,coral,linen,ambiguous,large,62.2,814,0.22,0.540,validation
sock-03219,heather,lavender,polyblend,left,xl,64.1,837,0.51,0.480,validation
sock-03220,chevron,navy,bamboo,right,small,66.0,860,0.80,0.940,validation
sock-03221,argyle,yellow,wool,ambiguous,medium,67.9,883,0.09,0.610,validation
sock-03222,plain,black,cotton,left,large,69.8,906,0.38,0.830,validation
sock-03223,dots,green,modal,right,xl,71.7,929,0.67,0.610,validation
sock-03224,stripes,burgundy,linen,ambiguous,small,24.6,952,0.96,0.550,validation
sock-03225,tiny-stars,charcoal,polyblend,left,medium,26.5,975,0.25,0.490,validation
sock-03226,ribbed,teal,bamboo,right,large,28.4,998,0.54,0.860,validation
sock-03227,heather,white,wool,ambiguous,xl,30.3,1021,0.83,0.600,validation
sock-03228,chevron,coral,cotton,left,small,32.2,1044,0.12,0.680,validation
sock-03229,argyle,lavender,modal,right,medium,34.1,1067,0.41,0.570,validation
sock-03230,plain,navy,linen,ambiguous,large,36.0,1090,0.70,0.720,validation
sock-03231,dots,yellow,polyblend,left,xl,37.9,1113,0.99,0.500,validation
sock-03232,stripes,black,bamboo,right,small,39.8,1136,0.28,0.960,validation
sock-03233,tiny-stars,green,wool,ambiguous,medium,41.7,1159,0.57,0.680,validation
sock-03234,ribbed,burgundy,cotton,left,large,43.6,1182,0.86,0.690,validation
sock-03235,heather,charcoal,modal,right,xl,45.5,1205,0.15,0.630,validation
sock-03236,chevron,teal,linen,ambiguous,small,47.4,1228,0.44,0.570,validation
sock-03237,argyle,white,polyblend,left,medium,49.3,1251,0.73,0.390,validation
sock-03238,plain,coral,bamboo,right,large,51.2,1274,0.02,0.950,validation
sock-03239,dots,lavender,wool,ambiguous,xl,53.1,1297,0.31,0.690,validation
sock-03240,stripes,navy,cotton,left,small,55.0,1320,0.60,0.790,validation
sock-03241,tiny-stars,yellow,modal,right,medium,56.9,1343,0.89,0.640,validation
sock-03242,ribbed,black,linen,ambiguous,large,58.8,1366,0.18,0.670,validation
sock-03243,heather,green,polyblend,left,xl,60.7,1389,0.47,0.520,validation
sock-03244,chevron,burgundy,bamboo,right,small,62.6,1412,0.76,0.890,validation
sock-03245,argyle,charcoal,wool,ambiguous,medium,64.5,1435,0.05,0.650,validation
sock-03246,plain,teal,cotton,left,large,66.4,1458,0.34,0.780,validation
sock-03247,dots,white,modal,right,xl,68.3,1481,0.63,0.580,validation
sock-03248,stripes,coral,linen,ambiguous,small,70.2,604,0.92,0.590,validation
sock-03249,tiny-stars,lavender,polyblend,left,medium,72.1,627,0.21,0.530,validation
sock-03250,ribbed,navy,bamboo,right,large,25.0,650,0.50,0.990,validation
sock-03251,heather,yellow,wool,ambiguous,xl,26.9,673,0.79,0.710,validation
sock-03252,chevron,black,cotton,left,small,28.8,696,0.08,0.810,validation
sock-03253,argyle,green,modal,right,medium,30.7,719,0.37,0.610,validation
sock-03254,plain,burgundy,linen,ambiguous,large,32.6,742,0.66,0.670,validation
sock-03255,dots,charcoal,polyblend,left,xl,34.5,765,0.95,0.540,validation
sock-03256,stripes,teal,bamboo,right,small,36.4,788,0.24,0.540,validation
sock-03257,tiny-stars,white,wool,ambiguous,medium,38.3,811,0.53,0.650,validation
sock-03258,ribbed,coral,cotton,left,large,40.2,834,0.82,0.730,validation
sock-03259,heather,lavender,modal,right,xl,42.1,857,0.11,0.670,validation
sock-03260,chevron,navy,linen,ambiguous,small,44.0,880,0.40,0.700,validation
sock-03261,argyle,yellow,polyblend,left,medium,45.9,903,0.69,0.500,validation
sock-03262,plain,black,bamboo,right,large,47.8,926,0.98,0.710,validation
sock-03263,dots,green,wool,ambiguous,xl,49.7,949,0.27,0.730,validation
sock-03264,stripes,burgundy,cotton,left,small,51.6,972,0.56,0.740,validation
sock-03265,tiny-stars,charcoal,modal,right,medium,53.5,995,0.85,0.680,validation
sock-03266,ribbed,teal,linen,ambiguous,large,55.4,1018,0.14,0.620,validation
sock-03267,heather,white,polyblend,left,xl,57.3,1041,0.43,0.490,validation
sock-03268,chevron,coral,bamboo,right,small,59.2,1064,0.72,0.560,validation
sock-03269,argyle,lavender,wool,ambiguous,medium,61.1,1087,0.01,0.690,validation
sock-03270,plain,navy,cotton,left,large,63.0,1110,0.30,0.910,validation
sock-03271,dots,yellow,modal,right,xl,64.9,1133,0.59,0.690,validation
sock-03272,stripes,black,linen,ambiguous,small,66.8,1156,0.88,0.720,validation
sock-03273,tiny-stars,green,polyblend,left,medium,68.7,1179,0.17,0.570,validation
sock-03274,ribbed,burgundy,bamboo,right,large,70.6,1202,0.46,0.570,validation
sock-03275,heather,charcoal,wool,ambiguous,xl,72.5,1225,0.75,0.750,validation
sock-03276,chevron,teal,cotton,left,small,25.4,1248,0.04,0.760,validation
sock-03277,argyle,white,modal,right,medium,27.3,1271,0.33,0.580,validation
sock-03278,plain,coral,linen,ambiguous,large,29.2,1294,0.62,0.710,validation
sock-03279,dots,lavender,polyblend,left,xl,31.1,1317,0.91,0.580,validation
sock-03280,stripes,navy,bamboo,right,small,33.0,1340,0.20,0.670,validation
sock-03281,tiny-stars,yellow,wool,ambiguous,medium,34.9,1363,0.49,0.760,validation
sock-03282,ribbed,black,cotton,left,large,36.8,1386,0.78,0.860,validation
sock-03283,heather,green,modal,right,xl,38.7,1409,0.07,0.710,validation
sock-03284,chevron,burgundy,linen,ambiguous,small,40.6,1432,0.36,0.650,validation
